centro;anyy;mes;dia;id_cliente;tipo;c_postal;base_fra;pIva;total_fra;portes
BCN;2021;9;10;1985;9;'08002';100;21;121.0;66
BCN;2020;7;14;495;4;'08050';951;21;1150.71;93
BCN;2020;6;13;2077;3;'08050';2200;21;2662.0;36
BCN;2021;5;11;1467;9;'08001';627;21;758.67;81
BCN;2021;7;15;1341;9;'08003';386;21;467.06;21
BCN;2021;5;23;2237;4;'08003';1751;21;2118.71;37
BCN;2021;2;9;16;3;'08003';1741;21;2106.61;31
BCN;2020;6;3;1744;9;'08003';613;21;741.73;25
BCN;2020;6;25;2385;8;'08002';2321;21;2808.41;60
BCN;2020;10;11;2262;6;'08003';1855;21;2244.55;85
BCN;2021;10;5;2115;5;'08002';1401;21;1695.21;2
BCN;2020;8;25;1968;8;'08003';1348;21;1631.08;22
BCN;2021;5;12;565;9;'08002';2259;21;2733.39;86
BCN;2020;12;3;1299;2;'08050';847;21;1024.87;3
BCN;2021;3;4;858;9;'08001';327;21;395.67;84
BCN;2021;12;6;2308;1;'08003';775;21;937.75;8
BCN;2020;12;15;186;7;'08001';545;21;659.45;17
BCN;2021;5;10;552;3;'08002';1332;21;1611.72;94
BCN;2020;3;25;2361;10;'08050';2124;21;2570.04;14
BCN;2020;12;4;345;5;'08002';1465;21;1772.65;34
BCN;2021;9;28;2281;3;'08002';1009;21;1220.8899999999999;29
BCN;2021;11;10;2211;4;'08001';1901;21;2300.21;97
BCN;2020;2;20;1842;9;'08001';2174;21;2630.54;30
BCN;2020;12;15;1160;2;'08002';1326;21;1604.46;70
BCN;2020;11;3;1071;2;'08002';573;21;693.33;33
BCN;2020;1;7;250;5;'08003';1815;21;2196.15;87
BCN;2020;6;22;1368;2;'08001';1549;21;1874.29;12
BCN;2021;2;25;985;6;'08050';2047;21;2476.87;75
BCN;2021;1;29;925;3;'08002';1708;21;2066.68;15
BCN;2020;12;5;731;10;'08001';1981;21;2397.01;60
BCN;2020;6;4;270;7;'08003';197;21;238.37;41
BCN;2020;5;27;311;10;'08002';2281;21;2760.01;92
BCN;2021;12;18;1743;10;'08001';2374;21;2872.54;41
BCN;2021;1;31;1878;2;'08001';1255;21;1518.55;20
BCN;2021;9;27;2433;4;'08001';404;21;488.84000000000003;56
BCN;2020;6;21;2459;6;'08001';153;21;185.13;62
BCN;2021;12;17;2130;5;'08002';1607;21;1944.47;23
BCN;2020;2;21;7;2;'08050';1942;21;2349.82;9
BCN;2020;7;1;69;10;'08001';1214;21;1468.94;12
BCN;2021;1;26;469;8;'08002';404;21;488.84000000000003;18
BCN;2020;4;5;1334;2;'08002';1858;21;2248.18;19
BCN;2020;3;24;292;9;'08002';1814;21;2194.94;28
BCN;2021;5;18;2086;7;'08002';2464;21;2981.44;37
BCN;2021;10;3;2346;8;'08001';1606;21;1943.26;75
BCN;2020;2;4;1698;9;'08003';742;21;897.8199999999999;33
BCN;2020;1;13;2076;4;'08002';1227;21;1484.67;40
BCN;2021;7;28;656;3;'08050';1055;21;1276.55;5
BCN;2021;10;24;1311;1;'08003';1294;21;1565.74;84
BCN;2021;3;14;1580;9;'08001';1623;21;1963.83;91
BCN;2021;3;1;2011;8;'08050';437;21;528.77;71
BCN;2020;8;10;2421;4;'08003';1276;21;1543.96;15
BCN;2021;10;18;2186;9;'08003';2406;21;2911.26;46
BCN;2021;3;17;2381;10;'08050';1255;21;1518.55;40
BCN;2020;6;26;391;5;'08003';1164;21;1408.44;6
BCN;2020;6;12;1482;7;'08003';1715;21;2075.15;100
BCN;2021;6;9;2160;8;'08002';743;21;899.03;0
BCN;2021;9;21;1139;6;'08002';1284;21;1553.6399999999999;27
BCN;2020;4;3;2430;2;'08050';1415;21;1712.15;31
BCN;2021;4;8;1587;2;'08001';518;21;626.78;56
BCN;2020;1;17;819;7;'08001';587;21;710.27;88
BCN;2021;6;10;2239;9;'08002';388;21;469.48;73
BCN;2021;5;6;2489;10;'08002';1592;21;1926.32;100
BCN;2021;11;23;2078;6;'08003';1222;21;1478.62;34
BCN;2020;7;25;2285;7;'08002';1300;21;1573.0;61
BCN;2021;10;29;1735;9;'08003';1999;21;2418.79;57
BCN;2020;3;18;935;4;'08050';1238;21;1497.98;54
BCN;2020;4;18;1915;10;'08001';596;21;721.16;5
BCN;2020;10;10;1727;1;'08003';570;21;689.7;90
BCN;2021;9;16;1576;1;'08050';437;21;528.77;68
BCN;2021;12;14;1322;4;'08002';1867;21;2259.07;90
BCN;2021;7;18;1026;2;'08003';2170;21;2625.7;85
BCN;2021;10;13;1527;2;'08002';1211;21;1465.31;65
BCN;2020;6;10;450;8;'08050';1920;21;2323.2;56
BCN;2021;3;4;1087;6;'08002';214;21;258.94;86
BCN;2021;9;15;922;4;'08003';1586;21;1919.06;98
BCN;2020;11;14;2140;9;'08003';1943;21;2351.0299999999997;72
BCN;2020;6;25;1450;2;'08050';1514;21;1831.94;9
BCN;2020;3;28;1861;7;'08001';1913;21;2314.73;97
BCN;2021;1;2;1550;5;'08001';1659;21;2007.3899999999999;49
BCN;2020;9;17;1140;10;'08003';2203;21;2665.63;37
BCN;2020;6;1;312;4;'08002';1345;21;1627.45;14
BCN;2021;11;2;1480;2;'08001';1293;21;1564.53;84
BCN;2021;3;1;827;2;'08003';2368;21;2865.2799999999997;89
BCN;2020;5;24;705;10;'08002';1030;21;1246.3;14
BCN;2020;7;6;2145;6;'08003';2301;21;2784.21;82
BCN;2021;9;29;862;9;'08001';850;21;1028.5;68
BCN;2020;7;3;1498;1;'08002';1274;21;1541.54;46
BCN;2021;4;5;2459;6;'08003';1126;21;1362.46;99
BCN;2021;11;7;1829;7;'08002';861;21;1041.81;64
BCN;2020;5;19;2425;9;'08003';241;21;291.61;34
BCN;2020;11;24;2499;4;'08003';215;21;260.15;19
BCN;2021;3;9;76;7;'08001';1583;21;1915.43;17
BCN;2020;9;18;734;2;'08001';2158;21;2611.18;54
BCN;2020;8;23;603;10;'08002';1982;21;2398.2200000000003;39
BCN;2020;9;15;1879;9;'08001';847;21;1024.87;14
BCN;2020;6;10;1180;10;'08002';389;21;470.69;47
BCN;2020;1;16;1490;4;'08002';412;21;498.52;84
BCN;2020;5;29;574;4;'08001';539;21;652.19;98
BCN;2020;5;8;1653;4;'08003';2163;21;2617.23;34
BCN;2021;9;14;454;5;'08003';859;21;1039.3899999999999;74
BCN;2020;11;27;150;2;'08003';840;21;1016.4;57
BCN;2020;12;8;366;5;'08002';2258;21;2732.18;69
BCN;2021;4;11;732;10;'08001';2068;21;2502.2799999999997;2
BCN;2021;1;15;281;8;'08001';2382;21;2882.2200000000003;95
BCN;2021;6;9;506;2;'08001';2315;21;2801.15;93
BCN;2020;6;10;686;7;'08001';1848;21;2236.08;86
BCN;2020;6;17;481;6;'08002';1634;21;1977.1399999999999;83
BCN;2020;11;22;829;2;'08050';1478;21;1788.38;89
BCN;2020;11;5;1145;7;'08050';728;21;880.88;69
BCN;2020;11;27;2381;8;'08003';1611;21;1949.31;89
BCN;2021;5;17;1011;8;'08003';976;21;1180.96;13
BCN;2021;5;16;2191;3;'08002';415;21;502.15;59
BCN;2020;12;9;2018;3;'08002';1540;21;1863.4;41
BCN;2021;12;28;1259;3;'08003';886;21;1072.06;69
BCN;2021;10;19;2484;5;'08050';1952;21;2361.92;94
BCN;2020;11;12;1244;5;'08003';79;21;95.59;25
BCN;2020;9;27;468;10;'08002';2182;21;2640.2200000000003;89
BCN;2020;4;26;1953;9;'08002';1692;21;2047.32;28
BCN;2020;12;4;992;8;'08003';102;21;123.42;20
BCN;2020;7;16;486;3;'08003';1534;21;1856.1399999999999;9
BCN;2021;2;21;1145;6;'08003';1211;21;1465.31;62
BCN;2021;3;6;2330;6;'08050';2224;21;2691.04;18
BCN;2021;9;21;1261;4;'08002';262;21;317.02;99
BCN;2020;4;30;2288;8;'08002';530;21;641.3;55
BCN;2021;4;1;757;8;'08003';932;21;1127.72;79
BCN;2021;3;11;1766;7;'08002';673;21;814.33;46
BCN;2021;5;7;501;9;'08050';1881;21;2276.01;81
BCN;2020;9;9;2383;6;'08002';2284;21;2763.64;28
BCN;2021;12;28;2309;6;'08001';326;21;394.46;54
BCN;2021;1;5;2019;8;'08003';2372;21;2870.12;77
BCN;2020;8;27;410;7;'08003';2211;21;2675.31;63
BCN;2020;6;2;1094;6;'08050';1155;21;1397.55;94
BCN;2020;8;30;2024;5;'08002';269;21;325.49;7
BCN;2021;9;27;654;7;'08003';650;21;786.5;70
BCN;2020;11;15;2024;8;'08002';310;21;375.1;98
BCN;2020;2;2;1820;9;'08050';2212;21;2676.52;19
BCN;2021;7;12;1174;8;'08003';329;21;398.09000000000003;10
BCN;2021;7;8;201;5;'08050';2399;21;2902.79;38
BCN;2021;8;11;1923;1;'08001';828;21;1001.88;4
BCN;2020;1;9;1477;2;'08002';949;21;1148.29;60
BCN;2020;3;23;513;9;'08001';1951;21;2360.71;74
BCN;2020;6;8;1921;1;'08001';2095;21;2534.95;25
BCN;2021;1;9;2292;10;'08050';2143;21;2593.0299999999997;34
BCN;2021;2;6;356;10;'08050';1215;21;1470.15;49
BCN;2021;11;24;1983;3;'08001';870;21;1052.7;68
BCN;2021;11;19;982;3;'08001';2136;21;2584.56;60
BCN;2021;3;30;48;5;'08001';2208;21;2671.68;80
BCN;2020;5;23;495;4;'08050';695;21;840.95;80
BCN;2021;11;15;271;1;'08002';981;21;1187.01;14
BCN;2020;6;13;1515;6;'08003';1021;21;1235.41;61
BCN;2020;1;11;598;7;'08002';1236;21;1495.56;56
BCN;2021;12;25;2296;1;'08002';774;21;936.54;51
BCN;2021;7;11;1984;1;'08003';59;21;71.39;16
BCN;2020;4;22;1401;8;'08003';1042;21;1260.82;17
BCN;2020;9;15;713;4;'08003';2082;21;2519.2200000000003;78
BCN;2021;10;23;1593;6;'08002';1001;21;1211.21;54
BCN;2020;5;14;1036;5;'08002';2467;21;2985.07;43
BCN;2020;12;8;380;8;'08050';619;21;748.99;56
BCN;2021;12;18;2395;8;'08002';2276;21;2753.96;31
BCN;2021;12;20;1778;9;'08001';415;21;502.15;55
BCN;2020;7;8;1808;7;'08001';467;21;565.0699999999999;51
BCN;2021;8;27;2263;2;'08003';302;21;365.42;25
BCN;2021;4;5;138;3;'08050';1823;21;2205.83;57
BCN;2020;6;26;2298;10;'08002';757;21;915.97;29
BCN;2020;7;22;2211;10;'08003';2188;21;2647.48;59
BCN;2020;8;20;1130;9;'08002';2242;21;2712.82;43
BCN;2020;3;25;889;6;'08050';2377;21;2876.17;44
BCN;2021;1;23;295;3;'08002';948;21;1147.08;43
BCN;2021;1;1;1474;5;'08003';1946;21;2354.66;71
BCN;2020;5;11;1825;7;'08002';2342;21;2833.82;29
BCN;2020;6;21;2181;9;'08050';755;21;913.55;8
BCN;2020;3;29;1496;4;'08001';1493;21;1806.53;9
BCN;2020;8;18;2216;3;'08002';2263;21;2738.23;9
BCN;2020;5;26;679;1;'08003';2210;21;2674.1;94
BCN;2020;12;20;1508;1;'08003';2227;21;2694.67;62
BCN;2021;5;24;1503;5;'08001';820;21;992.2;88
BCN;2021;7;14;507;6;'08003';1703;21;2060.63;18
BCN;2021;11;13;1050;7;'08001';1651;21;1997.71;98
BCN;2020;10;25;11;5;'08002';1054;21;1275.34;96
BCN;2021;2;2;1953;6;'08001';691;21;836.11;43
BCN;2021;10;19;1282;6;'08002';2377;21;2876.17;4
BCN;2021;9;16;941;7;'08003';1461;21;1767.81;24
BCN;2021;12;20;396;2;'08002';662;21;801.02;62
BCN;2021;3;17;635;3;'08002';569;21;688.49;12
BCN;2021;6;30;246;5;'08001';597;21;722.37;8
BCN;2020;10;12;1883;7;'08002';1610;21;1948.1;82
BCN;2021;2;10;1402;7;'08002';161;21;194.81;69
BCN;2021;2;16;808;9;'08003';236;21;285.56;68
BCN;2020;7;24;2154;10;'08002';1490;21;1802.9;13
BCN;2021;9;27;1058;2;'08002';928;21;1122.88;51
BCN;2021;10;16;1454;6;'08050';185;21;223.85;17
BCN;2021;5;16;471;1;'08002';1053;21;1274.13;56
BCN;2021;12;15;44;1;'08003';2409;21;2914.89;60
BCN;2021;5;25;1552;8;'08001';2178;21;2635.38;23
BCN;2020;12;7;2021;7;'08003';509;21;615.89;99
BCN;2021;11;8;1616;7;'08002';1614;21;1952.94;41
BCN;2020;6;20;1003;8;'08003';564;21;682.44;92
BCN;2021;9;26;725;3;'08001';1590;21;1923.9;79
BCN;2021;3;25;2111;4;'08001';1141;21;1380.6100000000001;18
BCN;2021;2;6;1685;9;'08003';551;21;666.71;69
BCN;2021;4;15;47;9;'08002';694;21;839.74;38
BCN;2020;11;15;1149;10;'08002';1246;21;1507.66;12
BCN;2020;9;12;841;6;'08001';1665;21;2014.65;19
BCN;2021;3;6;1054;8;'08001';2432;21;2942.7200000000003;97
BCN;2020;8;10;651;2;'08001';2394;21;2896.74;23
BCN;2020;7;30;543;1;'08003';391;21;473.11;77
BCN;2021;2;21;522;9;'08050';1588;21;1921.48;3
BCN;2021;6;16;1680;2;'08003';2018;21;2441.7799999999997;89
BCN;2021;1;11;1513;10;'08002';2240;21;2710.4;77
BCN;2021;12;21;169;2;'08002';510;21;617.1;40
BCN;2021;4;20;2272;10;'08050';821;21;993.41;37
BCN;2020;1;27;2306;3;'08001';1995;21;2413.95;58
BCN;2020;3;13;1319;2;'08050';2270;21;2746.7;17
BCN;2020;5;13;2247;1;'08003';1009;21;1220.8899999999999;35
BCN;2020;3;25;386;10;'08050';424;21;513.04;29
BCN;2021;5;15;498;3;'08050';655;21;792.55;12
BCN;2020;1;22;1322;3;'08001';524;21;634.04;10
BCN;2020;4;30;2363;8;'08050';2382;21;2882.2200000000003;78
BCN;2021;4;11;1021;7;'08001';1564;21;1892.44;79
BCN;2020;12;27;1741;1;'08003';488;21;590.48;21
BCN;2020;8;25;197;9;'08003';1711;21;2070.31;1
BCN;2020;3;7;346;5;'08001';2482;21;3003.2200000000003;40
BCN;2020;10;19;1459;8;'08002';969;21;1172.49;14
BCN;2021;1;11;1168;5;'08003';2310;21;2795.1;97
BCN;2021;11;22;1588;4;'08002';2471;21;2989.91;14
BCN;2020;7;18;1981;4;'08002';2108;21;2550.68;50
BCN;2021;6;15;1367;2;'08050';259;21;313.39;50
BCN;2020;11;1;1049;5;'08050';233;21;281.93;14
BCN;2021;10;30;897;1;'08003';1662;21;2011.02;90
BCN;2020;2;23;2359;10;'08003';2313;21;2798.73;34
BCN;2021;4;27;1441;1;'08001';1787;21;2162.27;13
BCN;2021;11;16;2104;3;'08002';2479;21;2999.59;79
BCN;2021;10;6;641;6;'08050';2297;21;2779.37;24
BCN;2021;7;10;2166;9;'08002';2197;21;2658.37;5
BCN;2021;9;19;684;9;'08002';294;21;355.74;80
BCN;2021;5;11;32;9;'08001';1578;21;1909.38;96
BCN;2020;4;13;92;4;'08001';688;21;832.48;69
BCN;2020;9;4;1350;7;'08002';80;21;96.8;35
BCN;2020;7;7;1495;3;'08001';1600;21;1936.0;83
BCN;2021;9;18;210;3;'08001';226;21;273.46;18
BCN;2021;4;30;914;5;'08001';590;21;713.9;25
BCN;2021;10;14;1998;9;'08050';2298;21;2780.58;10
BCN;2021;6;5;1731;8;'08003';2129;21;2576.09;12
BCN;2021;6;30;2098;8;'08050';479;21;579.59;19
BCN;2021;12;3;1923;1;'08003';2369;21;2866.49;7
BCN;2020;2;2;1125;10;'08002';2368;21;2865.2799999999997;78
BCN;2020;10;26;1737;8;'08050';1882;21;2277.2200000000003;34
BCN;2021;1;17;660;3;'08002';1053;21;1274.13;93
BCN;2021;12;30;1085;5;'08003';339;21;410.19;52
BCN;2020;5;3;494;9;'08001';1401;21;1695.21;38
BCN;2021;11;1;1699;5;'08002';1281;21;1550.01;99
BCN;2021;7;25;2397;5;'08001';1268;21;1534.28;95
BCN;2021;1;22;2132;9;'08003';726;21;878.46;17
BCN;2021;2;8;266;4;'08050';895;21;1082.95;15
BCN;2020;10;7;1728;4;'08050';2384;21;2884.64;42
BCN;2020;2;11;1582;2;'08002';1242;21;1502.82;80
BCN;2020;11;1;2318;6;'08050';1042;21;1260.82;11
BCN;2020;3;3;1586;9;'08050';2235;21;2704.35;91
BCN;2020;10;22;2166;9;'08002';859;21;1039.3899999999999;11
BCN;2020;8;7;1313;1;'08001';1671;21;2021.91;96
BCN;2020;5;20;709;6;'08050';1096;21;1326.16;2
BCN;2020;6;27;767;6;'08002';1661;21;2009.81;75
BCN;2020;3;26;1364;3;'08050';874;21;1057.54;99
BCN;2020;11;10;2029;1;'08001';1725;21;2087.25;99
BCN;2021;10;3;2494;3;'08002';938;21;1134.98;15
BCN;2020;4;27;442;2;'08002';2056;21;2487.76;97
BCN;2021;8;4;536;3;'08003';1206;21;1459.26;82
BCN;2021;5;28;2229;8;'08002';1478;21;1788.38;34
BCN;2020;1;21;1387;10;'08002';1346;21;1628.66;58
BCN;2020;8;7;964;5;'08002';1016;21;1229.3600000000001;68
BCN;2020;4;16;863;8;'08050';713;21;862.73;39
BCN;2021;8;18;552;3;'08001';2362;21;2858.02;90
BCN;2021;11;23;509;6;'08050';1042;21;1260.82;25
BCN;2020;7;22;1465;8;'08050';900;21;1089.0;7
BCN;2020;8;11;2222;6;'08050';1803;21;2181.63;80
BCN;2021;7;19;2225;5;'08002';337;21;407.77;11
BCN;2021;7;6;882;3;'08050';249;21;301.29;69
BCN;2021;7;4;462;8;'08050';1958;21;2369.18;12
BCN;2020;4;8;2093;6;'08001';984;21;1190.6399999999999;69
BCN;2021;8;23;698;7;'08003';2080;21;2516.8;0
BCN;2021;9;20;1984;5;'08001';1053;21;1274.13;2
BCN;2020;3;30;1192;3;'08050';2010;21;2432.1;20
BCN;2020;7;18;573;6;'08050';685;21;828.85;96
BCN;2021;7;7;1714;8;'08050';2235;21;2704.35;58
BCN;2021;2;24;1414;7;'08002';326;21;394.46;89
BCN;2021;2;22;48;7;'08001';459;21;555.39;3
BCN;2021;5;12;2342;8;'08001';983;21;1189.43;37
BCN;2021;5;18;119;10;'08050';2238;21;2707.98;46
BCN;2020;3;20;1080;2;'08050';2021;21;2445.41;81
BCN;2021;5;28;107;6;'08002';1450;21;1754.5;39
BCN;2021;4;1;1155;1;'08002';2032;21;2458.7200000000003;98
BCN;2021;6;30;1896;10;'08050';1859;21;2249.39;69
BCN;2020;6;29;2319;4;'08002';567;21;686.0699999999999;38
BCN;2021;8;26;2162;8;'08001';1186;21;1435.06;15
BCN;2021;11;27;1976;6;'08001';1259;21;1523.3899999999999;57
BCN;2021;2;24;2453;4;'08001';197;21;238.37;64
BCN;2020;11;25;253;10;'08050';2405;21;2910.05;32
BCN;2021;12;25;1221;7;'08002';846;21;1023.66;94
BCN;2021;8;16;1013;6;'08002';65;21;78.65;100
BCN;2020;9;13;1400;5;'08001';1792;21;2168.32;76
BCN;2020;1;21;1753;10;'08002';864;21;1045.44;62
BCN;2021;5;4;598;7;'08003';1058;21;1280.18;85
BCN;2020;8;20;2098;9;'08050';62;21;75.02;48
BCN;2020;8;16;2139;6;'08002';436;21;527.56;83
BCN;2020;6;13;2430;4;'08001';1632;21;1974.72;99
BCN;2021;2;10;414;2;'08001';1563;21;1891.23;54
BCN;2021;11;4;165;7;'08002';664;21;803.44;19
BCN;2021;6;22;1497;1;'08003';1849;21;2237.29;55
BCN;2021;8;7;504;10;'08002';1897;21;2295.37;43
BCN;2021;11;24;1455;8;'08050';1046;21;1265.66;64
BCN;2020;1;2;1074;10;'08001';1483;21;1794.43;0
BCN;2021;9;11;1969;9;'08003';1521;21;1840.41;27
BCN;2021;11;24;2188;6;'08001';542;21;655.8199999999999;97
BCN;2020;1;22;2161;6;'08002';1606;21;1943.26;6
BCN;2021;7;21;878;2;'08002';1326;21;1604.46;76
BCN;2021;5;15;1233;9;'08002';692;21;837.3199999999999;39
BCN;2020;7;6;1959;5;'08001';317;21;383.57;60
BCN;2020;2;6;597;10;'08001';1023;21;1237.83;54
BCN;2021;2;28;1974;5;'08050';1611;21;1949.31;27
BCN;2021;12;5;145;6;'08003';1132;21;1369.72;55
BCN;2021;12;6;1956;9;'08003';709;21;857.89;3
BCN;2020;8;27;1013;9;'08001';575;21;695.75;29
BCN;2021;10;23;48;4;'08050';2026;21;2451.46;84
BCN;2020;7;16;1488;3;'08002';1881;21;2276.01;76
BCN;2020;2;15;1768;4;'08001';1745;21;2111.45;50
BCN;2021;7;7;1945;5;'08001';2492;21;3015.32;85
BCN;2021;3;25;264;10;'08003';905;21;1095.05;0
BCN;2021;2;7;1499;2;'08002';1544;21;1868.24;88
BCN;2020;10;11;535;1;'08001';981;21;1187.01;72
BCN;2021;12;13;1099;1;'08003';1243;21;1504.03;23
BCN;2020;4;6;79;8;'08003';389;21;470.69;38
BCN;2020;3;10;536;10;'08002';2017;21;2440.57;51
BCN;2021;5;22;416;3;'08050';1042;21;1260.82;93
BCN;2020;8;28;1635;9;'08002';1063;21;1286.23;76
BCN;2020;6;13;1508;3;'08001';168;21;203.28;16
BCN;2020;11;26;2431;3;'08001';942;21;1139.82;5
BCN;2020;2;9;614;8;'08003';1251;21;1513.71;79
BCN;2020;3;24;1476;2;'08003';1559;21;1886.3899999999999;21
BCN;2020;8;24;1314;10;'08003';1639;21;1983.19;97
BCN;2021;6;14;2329;4;'08002';187;21;226.27;76
BCN;2021;7;19;2147;5;'08002';203;21;245.63;86
BCN;2020;4;1;1690;1;'08050';125;21;151.25;83
BCN;2021;1;26;1852;6;'08001';1193;21;1443.53;90
BCN;2021;11;13;154;10;'08003';1868;21;2260.2799999999997;34
BCN;2020;1;1;907;10;'08002';587;21;710.27;53
BCN;2020;5;9;1879;8;'08050';1264;21;1529.44;83
BCN;2020;2;26;1656;3;'08002';331;21;400.51;48
BCN;2020;1;11;375;2;'08001';1363;21;1649.23;32
BCN;2021;3;14;952;3;'08001';158;21;191.18;51
BCN;2020;10;16;2356;7;'08002';1375;21;1663.75;0
BCN;2021;10;8;1073;7;'08003';915;21;1107.15;14
BCN;2021;7;15;292;8;'08050';2118;21;2562.7799999999997;25
BCN;2021;2;10;835;7;'08050';2085;21;2522.85;61
BCN;2020;5;28;1128;10;'08050';333;21;402.93;2
BCN;2020;4;10;1101;9;'08002';1268;21;1534.28;96
BCN;2021;8;9;1314;8;'08050';427;21;516.67;10
BCN;2021;7;7;1866;4;'08050';769;21;930.49;17
BCN;2021;10;8;819;10;'08050';2334;21;2824.14;14
BCN;2020;8;14;1674;9;'08002';331;21;400.51;8
BCN;2020;10;7;607;3;'08003';1879;21;2273.59;82
BCN;2021;5;3;570;2;'08002';2257;21;2730.9700000000003;26
BCN;2020;11;6;849;2;'08002';1978;21;2393.38;99
BCN;2020;5;10;534;5;'08001';2416;21;2923.36;4
BCN;2020;8;3;1833;6;'08002';1197;21;1448.37;19
BCN;2021;2;13;1599;10;'08001';583;21;705.4300000000001;63
BCN;2021;12;17;1930;4;'08050';578;21;699.38;39
BCN;2020;10;9;391;9;'08050';335;21;405.35;20
BCN;2021;2;12;1893;8;'08050';1345;21;1627.45;94
BCN;2021;6;26;1216;2;'08002';719;21;869.99;4
BCN;2021;12;17;123;2;'08050';2113;21;2556.73;94
BCN;2021;5;1;1358;5;'08050';1742;21;2107.82;18
BCN;2021;6;19;1510;8;'08002';1398;21;1691.58;25
BCN;2021;6;28;2229;5;'08002';119;21;143.99;96
BCN;2020;10;22;1481;1;'08002';797;21;964.37;24
BCN;2021;10;21;852;6;'08001';1123;21;1358.83;8
BCN;2021;4;8;512;2;'08002';584;21;706.64;2
BCN;2021;11;27;1894;4;'08050';1647;21;1992.87;18
BCN;2020;10;21;1522;6;'08002';367;21;444.07;4
BCN;2020;10;29;2470;7;'08002';2051;21;2481.71;40
BCN;2021;6;10;1870;6;'08003';1599;21;1934.79;10
BCN;2021;2;20;1925;8;'08003';2498;21;3022.58;19
BCN;2020;9;10;1707;2;'08002';1492;21;1805.32;92
BCN;2020;11;7;64;10;'08001';1907;21;2307.4700000000003;50
BCN;2021;8;17;89;9;'08050';424;21;513.04;91
BCN;2020;5;20;1365;4;'08050';2191;21;2651.11;70
BCN;2020;1;19;871;2;'08002';563;21;681.23;66
BCN;2021;6;24;1452;1;'08001';1526;21;1846.46;0
BCN;2020;7;6;1694;6;'08003';1792;21;2168.32;54
BCN;2020;5;20;784;1;'08003';316;21;382.36;46
BCN;2020;2;19;1844;3;'08002';1195;21;1445.95;82
BCN;2020;10;3;924;2;'08050';501;21;606.21;75
BCN;2020;11;10;974;10;'08050';1531;21;1852.51;63
BCN;2021;7;16;2220;4;'08050';1291;21;1562.1100000000001;97
BCN;2021;4;12;295;7;'08050';561;21;678.81;1
BCN;2020;8;23;1529;7;'08002';2418;21;2925.7799999999997;66
BCN;2020;12;25;937;5;'08050';1349;21;1632.29;30
BCN;2020;6;8;110;3;'08003';803;21;971.63;98
BCN;2020;11;13;557;7;'08003';2407;21;2912.4700000000003;41
BCN;2020;2;9;1625;2;'08002';1840;21;2226.4;36
BCN;2021;10;4;1009;9;'08002';122;21;147.62;30
BCN;2020;12;22;16;10;'08003';722;21;873.62;34
BCN;2020;3;4;1303;4;'08001';799;21;966.79;57
BCN;2021;3;10;1785;4;'08050';1638;21;1981.98;55
BCN;2020;8;15;1020;4;'08002';1914;21;2315.94;77
BCN;2021;4;4;672;4;'08050';1724;21;2086.04;95
BCN;2020;6;2;476;8;'08002';942;21;1139.82;8
BCN;2020;7;21;798;8;'08002';71;21;85.91;2
BCN;2021;5;7;1904;7;'08050';670;21;810.7;95
BCN;2020;10;9;2357;3;'08050';2393;21;2895.5299999999997;24
BCN;2021;1;20;1657;10;'08003';1982;21;2398.2200000000003;78
BCN;2020;10;4;1142;2;'08002';1762;21;2132.02;13
BCN;2020;11;12;1462;3;'08003';379;21;458.59000000000003;70
BCN;2021;12;1;2092;9;'08001';117;21;141.57;87
BCN;2020;4;24;2325;2;'08050';1931;21;2336.51;94
BCN;2020;7;9;684;3;'08002';1351;21;1634.71;95
BCN;2020;4;5;1546;3;'08050';1056;21;1277.76;10
BCN;2021;4;29;2436;9;'08002';351;21;424.71;90
BCN;2021;10;4;1800;10;'08002';1289;21;1559.69;58
BCN;2021;8;14;2237;9;'08003';925;21;1119.25;2
BCN;2021;12;15;127;2;'08003';1477;21;1787.17;34
BCN;2020;2;8;1557;8;'08003';1665;21;2014.65;100
BCN;2020;9;28;2246;3;'08001';287;21;347.27;93
BCN;2021;6;30;614;4;'08002';955;21;1155.55;61
BCN;2021;9;19;837;9;'08001';438;21;529.98;51
BCN;2021;1;19;1624;3;'08001';815;21;986.15;63
BCN;2020;11;10;568;5;'08003';1726;21;2088.46;99
BCN;2020;12;10;1576;7;'08003';984;21;1190.6399999999999;34
BCN;2020;2;26;877;6;'08002';164;21;198.44;53
BCN;2020;8;1;1239;8;'08003';333;21;402.93;7
BCN;2020;10;26;2250;6;'08003';2201;21;2663.21;8
BCN;2020;7;17;1574;6;'08002';478;21;578.38;54
BCN;2020;5;14;956;4;'08002';2449;21;2963.29;42
BCN;2021;12;15;2488;2;'08003';1456;21;1761.76;14
BCN;2021;1;28;1055;1;'08050';753;21;911.13;90
BCN;2020;2;6;123;5;'08002';80;21;96.8;23
BCN;2020;8;14;1271;9;'08001';2225;21;2692.25;13
BCN;2020;4;18;1434;2;'08050';1113;21;1346.73;50
BCN;2020;1;23;2098;5;'08001';1052;21;1272.92;6
BCN;2021;5;20;687;4;'08050';246;21;297.65999999999997;38
BCN;2020;2;2;1281;7;'08050';2205;21;2668.05;78
BCN;2020;4;17;2203;10;'08001';2451;21;2965.71;56
BCN;2020;10;18;1140;8;'08002';65;21;78.65;45
BCN;2021;3;28;2086;8;'08050';1307;21;1581.47;69
BCN;2020;8;26;1513;6;'08002';242;21;292.82;98
